module_id,module_title,module_summary,module_required_hours,module_fee,module_order,minimum_hours_for_certification,minimum_clinical_hours,skill_names,section_id,section_title,section_description,resource_id,resource_title,resource_type,resource_duration,resource_description,resource_content,resource_url,resource_question_count,resource_passing_score
"cdphe-m13","Module 13: Long-Term Care Patient","Covers special needs, dementia, anatomy and physiology, physical and behavioral changes, community resources, psychosocial needs, and common disorders.",5,67,13,5,0,"Dementia Care|Community Resources|Anatomy","cdphe-m13-b","Introduction to anatomy and physiology","CDPH 276C topic area for Module 13.","cdphe-m13-b-r1","Introduction to anatomy and physiology","text","43 min","Module 13 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 13: Introduction to anatomy and physiology.","","",""
"cdphe-m13","Module 13: Long-Term Care Patient","Covers special needs, dementia, anatomy and physiology, physical and behavioral changes, community resources, psychosocial needs, and common disorders.",5,67,13,5,0,"Dementia Care|Community Resources|Anatomy","cdphe-m13-c","Physical and behavioral needs and changes","CDPH 276C topic area for Module 13.","cdphe-m13-c-r1","Physical and behavioral needs and changes","text","43 min","Module 13 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 13: Physical and behavioral needs and changes.","","",""
"cdphe-m13","Module 13: Long-Term Care Patient","Covers special needs, dementia, anatomy and physiology, physical and behavioral changes, community resources, psychosocial needs, and common disorders.",5,67,13,5,0,"Dementia Care|Community Resources|Anatomy","cdphe-m13-d","Community resources available","CDPH 276C topic area for Module 13.","cdphe-m13-d-r1","Community resources available","text","43 min","Module 13 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 13: Community resources available.","","",""
"cdphe-m13","Module 13: Long-Term Care Patient","Covers special needs, dementia, anatomy and physiology, physical and behavioral changes, community resources, psychosocial needs, and common disorders.",5,67,13,5,0,"Dementia Care|Community Resources|Anatomy","cdphe-m13-e","Psychological, social, and recreational needs","CDPH 276C topic area for Module 13.","cdphe-m13-e-r1","Psychological, social, and recreational needs","text","43 min","Module 13 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 13: Psychological, social, and recreational needs.","","",""
"cdphe-m13","Module 13: Long-Term Care Patient","Covers special needs, dementia, anatomy and physiology, physical and behavioral changes, community resources, psychosocial needs, and common disorders.",5,67,13,5,0,"Dementia Care|Community Resources|Anatomy","cdphe-m13-f","Common diseases and disorders including signs and symptoms","CDPH 276C topic area for Module 13.","cdphe-m13-f-r1","Common diseases and disorders including signs and symptoms","text","43 min","Module 13 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 13: Common diseases and disorders including signs and symptoms.","","",""
"cdphe-m14","Module 14: Rehabilitative Nursing","Covers promoting independence, devices and equipment, ADLs, family interaction, complications of inactivity, ambulation, and range of motion.",2,49,14,2,0,"Rehabilitation|Range of Motion|ADLs","cdphe-m14-a","Promoting patients' potential","CDPH 276C topic area for Module 14.","cdphe-m14-a-r1","Promoting patients' potential","text","17 min","Module 14 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 14: Promoting patients' potential.","","",""
"cdphe-m14","Module 14: Rehabilitative Nursing","Covers promoting independence, devices and equipment, ADLs, family interaction, complications of inactivity, ambulation, and range of motion.",2,49,14,2,0,"Rehabilitation|Range of Motion|ADLs","cdphe-m14-b","Devices and equipment","CDPH 276C topic area for Module 14.","cdphe-m14-b-r1","Devices and equipment","text","17 min","Module 14 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 14: Devices and equipment.","","",""
"cdphe-m14","Module 14: Rehabilitative Nursing","Covers promoting independence, devices and equipment, ADLs, family interaction, complications of inactivity, ambulation, and range of motion.",2,49,14,2,0,"Rehabilitation|Range of Motion|ADLs","cdphe-m14-c","Activities of daily living","CDPH 276C topic area for Module 14.","cdphe-m14-c-r1","Activities of daily living","text","17 min","Module 14 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 14: Activities of daily living.","","",""
"cdphe-m14","Module 14: Rehabilitative Nursing","Covers promoting independence, devices and equipment, ADLs, family interaction, complications of inactivity, ambulation, and range of motion.",2,49,14,2,0,"Rehabilitation|Range of Motion|ADLs","cdphe-m14-d","Family interactions","CDPH 276C topic area for Module 14.","cdphe-m14-d-r1","Family interactions","text","17 min","Module 14 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 14: Family interactions.","","",""
"cdphe-m14","Module 14: Rehabilitative Nursing","Covers promoting independence, devices and equipment, ADLs, family interaction, complications of inactivity, ambulation, and range of motion.",2,49,14,2,0,"Rehabilitation|Range of Motion|ADLs","cdphe-m14-e","Complication of inactivity","CDPH 276C topic area for Module 14.","cdphe-m14-e-r1","Complication of inactivity","text","17 min","Module 14 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 14: Complication of inactivity.","","",""
"cdphe-m14","Module 14: Rehabilitative Nursing","Covers promoting independence, devices and equipment, ADLs, family interaction, complications of inactivity, ambulation, and range of motion.",2,49,14,2,0,"Rehabilitation|Range of Motion|ADLs","cdphe-m14-f","Ambulation","CDPH 276C topic area for Module 14.","cdphe-m14-f-r1","Ambulation","text","17 min","Module 14 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 14: Ambulation.","","",""
"cdphe-m14","Module 14: Rehabilitative Nursing","Covers promoting independence, devices and equipment, ADLs, family interaction, complications of inactivity, ambulation, and range of motion.",2,49,14,2,0,"Rehabilitation|Range of Motion|ADLs","cdphe-m14-g","Range of motion","CDPH 276C topic area for Module 14.","cdphe-m14-g-r1","Range of motion","text","17 min","Module 14 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 14: Range of motion.","","",""
"cdphe-m15","Module 15: Observation and Charting","Covers observation, reporting, care plans, documentation, legal charting issues, and terminology.",4,94,15,4,0,"Observation|Charting|Documentation","cdphe-m15-a","Observation of patients and reporting responsibility","CDPH 276C topic area for Module 15.","cdphe-m15-a-r1","Observation of patients and reporting responsibility","text","48 min","Module 15 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 15: Observation of patients and reporting responsibility.","","",""
"cdphe-m15","Module 15: Observation and Charting","Covers observation, reporting, care plans, documentation, legal charting issues, and terminology.",4,94,15,4,0,"Observation|Charting|Documentation","cdphe-m15-b","Patient care plan","CDPH 276C topic area for Module 15.","cdphe-m15-b-r1","Patient care plan","text","48 min","Module 15 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 15: Patient care plan.","","",""
"cdphe-m15","Module 15: Observation and Charting","Covers observation, reporting, care plans, documentation, legal charting issues, and terminology.",4,94,15,4,0,"Observation|Charting|Documentation","cdphe-m15-c","Patient care documentation","CDPH 276C topic area for Module 15.","cdphe-m15-c-r1","Patient care documentation","text","48 min","Module 15 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 15: Patient care documentation.","","",""
"cdphe-m15","Module 15: Observation and Charting","Covers observation, reporting, care plans, documentation, legal charting issues, and terminology.",4,94,15,4,0,"Observation|Charting|Documentation","cdphe-m15-d","Legal issues of charting","CDPH 276C topic area for Module 15.","cdphe-m15-d-r1","Legal issues of charting","text","48 min","Module 15 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 15: Legal issues of charting.","","",""
"cdphe-m15","Module 15: Observation and Charting","Covers observation, reporting, care plans, documentation, legal charting issues, and terminology.",4,94,15,4,0,"Observation|Charting|Documentation","cdphe-m15-e","Medical terminology and abbreviations","CDPH 276C topic area for Module 15.","cdphe-m15-e-r1","Medical terminology and abbreviations","text","48 min","Module 15 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 15: Medical terminology and abbreviations.","","",""
"cdphe-m16","Module 16: Death and Dying","Covers grief stages, patient and family needs, rights of the dying patient, signs of approaching death, monitoring, and postmortem care.",2,31,16,2,0,"End of Life Care|Postmortem Care","cdphe-m16-a","Stages of grief","CDPH 276C topic area for Module 16.","cdphe-m16-a-r1","Stages of grief","text","20 min","Module 16 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 16: Stages of grief.","","",""
"cdphe-m16","Module 16: Death and Dying","Covers grief stages, patient and family needs, rights of the dying patient, signs of approaching death, monitoring, and postmortem care.",2,31,16,2,0,"End of Life Care|Postmortem Care","cdphe-m16-b","Emotional and spiritual needs of the patient and family","CDPH 276C topic area for Module 16.","cdphe-m16-b-r1","Emotional and spiritual needs of the patient and family","text","20 min","Module 16 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 16: Emotional and spiritual needs of the patient and family.","","",""
"cdphe-m16","Module 16: Death and Dying","Covers grief stages, patient and family needs, rights of the dying patient, signs of approaching death, monitoring, and postmortem care.",2,31,16,2,0,"End of Life Care|Postmortem Care","cdphe-m16-c","Rights of the dying patient","CDPH 276C topic area for Module 16.","cdphe-m16-c-r1","Rights of the dying patient","text","20 min","Module 16 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 16: Rights of the dying patient.","","",""
"cdphe-m16","Module 16: Death and Dying","Covers grief stages, patient and family needs, rights of the dying patient, signs of approaching death, monitoring, and postmortem care.",2,31,16,2,0,"End of Life Care|Postmortem Care","cdphe-m16-d","Signs of approaching death","CDPH 276C topic area for Module 16.","cdphe-m16-d-r1","Signs of approaching death","text","20 min","Module 16 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 16: Signs of approaching death.","","",""
"cdphe-m16","Module 16: Death and Dying","Covers grief stages, patient and family needs, rights of the dying patient, signs of approaching death, monitoring, and postmortem care.",2,31,16,2,0,"End of Life Care|Postmortem Care","cdphe-m16-e","Monitoring of the patient","CDPH 276C topic area for Module 16.","cdphe-m16-e-r1","Monitoring of the patient","text","20 min","Module 16 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 16: Monitoring of the patient.","","",""
"cdphe-m16","Module 16: Death and Dying","Covers grief stages, patient and family needs, rights of the dying patient, signs of approaching death, monitoring, and postmortem care.",2,31,16,2,0,"End of Life Care|Postmortem Care","cdphe-m16-f","Post mortem care","CDPH 276C topic area for Module 16.","cdphe-m16-f-r1","Post mortem care","text","20 min","Module 16 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 16: Post mortem care.","","",""
"cdphe-m17","Module 17: Abuse","Covers preventing, recognizing, and reporting resident abuse in line with HSC 1337.1 and 1337.3.",6,58,17,6,0,"Abuse Prevention|Reporting","cdphe-m17-a","Preventing, recognizing and reporting instances of resident abuse","CDPH 276C topic area for Module 17.","cdphe-m17-a-r1","Preventing, recognizing and reporting instances of resident abuse","text","360 min","Module 17 lesson content imported from the CDPH 276C outline.","CDPH 276C coverage item for Module 17: Preventing, recognizing and reporting instances of resident abuse.","","",""
